,Datetime,Latitude,Longitude,Altitude,Alt Unit
162,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
163,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
164,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
165,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
166,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
167,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
168,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
169,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
170,2024-09-09 19:21:32-07:00,48.7752363333,-122.4570571667,56.1,M
171,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
172,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
173,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
174,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
175,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
176,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
177,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
178,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
179,2024-09-09 19:21:33-07:00,48.7752348333,-122.4570608333,56.0,M
180,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
181,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
182,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
183,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
184,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
185,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
186,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
187,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
188,2024-09-09 19:21:34-07:00,48.7752386667,-122.4570663333,55.9,M
189,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
190,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
191,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
192,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
193,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
194,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
195,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
196,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
197,2024-09-09 19:21:35-07:00,48.7752371667,-122.4570598333,55.6,M
198,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
199,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
200,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
201,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
202,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
203,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
204,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
205,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
206,2024-09-09 19:21:36-07:00,48.7752348333,-122.457057,54.8,M
207,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
208,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
209,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
210,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
211,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
212,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
213,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
214,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
215,2024-09-09 19:21:37-07:00,48.7752393333,-122.4570526667,54.4,M
216,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
217,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
218,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
219,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
220,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
221,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
222,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
223,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
224,2024-09-09 19:21:38-07:00,48.7752355,-122.4570495,54.0,M
225,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
226,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
227,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
228,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
229,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
230,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
231,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
232,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
233,2024-09-09 19:21:39-07:00,48.7752375,-122.4570456667,53.9,M
234,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
235,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
236,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
237,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
238,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
239,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
240,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
241,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
242,2024-09-09 19:21:40-07:00,48.7752371667,-122.4570431667,53.5,M
243,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
244,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
245,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
246,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
247,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
248,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
249,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
250,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
251,2024-09-09 19:21:41-07:00,48.7752353333,-122.4570413333,53.2,M
252,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
253,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
254,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
255,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
256,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
257,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
258,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
259,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
260,2024-09-09 19:21:42-07:00,48.7752326667,-122.4570433333,52.9,M
261,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
262,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
263,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
264,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
265,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
266,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
267,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
268,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
269,2024-09-09 19:21:43-07:00,48.7752313333,-122.4570428333,52.8,M
270,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
271,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
272,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
273,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
274,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
275,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
276,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
277,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
278,2024-09-09 19:21:44-07:00,48.7752321667,-122.4570403333,53.0,M
279,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
280,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
281,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
282,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
283,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
284,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
285,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
286,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
287,2024-09-09 19:21:45-07:00,48.7752318333,-122.4570383333,52.8,M
288,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
289,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
290,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
291,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
292,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
293,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
294,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
295,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
296,2024-09-09 19:21:46-07:00,48.7752323333,-122.4570371667,53.1,M
297,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
298,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
299,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
300,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
301,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
302,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
303,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
304,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
305,2024-09-09 19:21:47-07:00,48.7752361667,-122.4570398333,53.5,M
306,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
307,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
308,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
309,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
310,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
311,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
312,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
313,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
314,2024-09-09 19:21:48-07:00,48.7752371667,-122.4570418333,53.6,M
315,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
316,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
317,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
318,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
319,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
320,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
321,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
322,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
323,2024-09-09 19:21:49-07:00,48.7752383333,-122.4570428333,53.9,M
324,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
325,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
326,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
327,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
328,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
329,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
330,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
331,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
332,2024-09-09 19:21:50-07:00,48.7752381667,-122.4570428333,53.9,M
333,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
334,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
335,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
336,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
337,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
338,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
339,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
340,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
341,2024-09-09 19:21:51-07:00,48.7752376667,-122.4570366667,53.6,M
342,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
343,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
344,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
345,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
346,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
347,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
348,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
349,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
350,2024-09-09 19:21:52-07:00,48.7752435,-122.4570371667,54.4,M
351,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
352,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
353,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
354,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
355,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
356,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
357,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
358,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
359,2024-09-09 19:21:53-07:00,48.7752435,-122.457036,54.4,M
360,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
361,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
362,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
363,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
364,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
365,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
366,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
367,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
368,2024-09-09 19:21:54-07:00,48.7752453333,-122.4570365,54.8,M
369,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
370,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
371,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
372,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
373,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
374,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
375,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
376,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
377,2024-09-09 19:21:55-07:00,48.7752446667,-122.457038,54.9,M
378,2024-09-09 19:21:56-07:00,48.775244,-122.457039,55.0,M
379,2024-09-09 19:21:56-07:00,48.775244,-122.457039,55.0,M
380,2024-09-09 19:21:56-07:00,48.775244,-122.457039,55.0,M
381,2024-09-09 19:21:56-07:00,48.775244,-122.457039,55.0,M
382,2024-09-09 19:21:56-07:00,48.775244,-122.457039,55.0,M
383,2024-09-09 19:21:56-07:00,48.775244,-122.457039,55.0,M
